title,adult,id,original_language,popularity,release_date,vote_count,vote_average,primary_genre
Mickey's Christmas Carol,False,14813,en,42.367,1983-10-19,881,7.628,Family
R.A.D.A.R.: The Adventures of the Bionic Dog,False,1116410,en,42.342,2023-06-27,24,7.2,Family
Underworld: Evolution,False,834,en,42.322,2006-01-12,3974,6.6,Fantasy
Die Hart,False,1077280,en,42.321,2023-02-22,443,5.967,Comedy
Killer Klowns from Outer Space,False,16296,en,42.321,1988-05-27,1001,6.6,Comedy
Sakra,False,990140,cn,42.318,2023-01-16,153,6.4,Action
The Call of the Wild,False,481848,en,42.31,2020-02-19,3684,7.6,Adventure
Suspiria,False,361292,en,42.301,2018-10-26,2496,6.916,Horror
Diary of a Wimpy Kid: Rodrick Rules,False,897192,en,42.288,2022-12-02,160,6.9,Animation
清宫性史1之无能皇帝,False,1073380,zh,42.268,2002-01-01,1,6.0,Drama
Gosford Park,False,5279,en,42.254,2001-11-07,1068,6.9,Drama
Jason Bourne,False,324668,en,42.251,2016-07-27,5659,6.4,Action
One Piece: Curse of the Sacred Sword,False,44728,ja,42.244,2004-03-06,212,7.0,Animation
House of Gucci,False,644495,en,42.239,2021-11-24,3089,6.6,History
May-December-January,False,1024774,tl,42.233,2022-10-12,1,2.0,Drama
Rings,False,14564,en,42.22,2017-02-01,2472,4.987,Horror
Berserk: The Golden Age Arc II - The Battle for Doldrey,False,118412,ja,42.219,2012-06-23,410,7.288,Animation
A Time to Kill,False,1645,en,42.203,1996-07-24,2494,7.4,Crime
Shrek the Halls,False,13394,en,42.195,2007-11-28,842,6.4,Adventure
A Few Good Men,False,881,en,42.177,1992-12-11,3546,7.539,Drama
Aftersun,False,965150,en,42.157,2022-10-21,1372,7.652,Drama
My Hero Academia: Two Heroes,False,505262,ja,42.135,2018-08-03,996,7.9,Animation
Exploits of a Young Don Juan,False,81774,fr,42.131,1986-11-04,206,5.7,Comedy
The Heartbreak Kid,False,9038,en,42.125,2007-10-05,1588,5.727,Comedy
The Big Lebowski,False,115,en,42.121,1998-03-06,11116,7.8,Comedy
The Woman in Black,False,65086,en,42.076,2012-02-03,3432,6.1,Drama
A Dirty Shame,False,13702,en,42.062,2004-09-24,275,5.3,Comedy
Baise-moi,False,3134,fr,42.05,2000-06-28,434,4.8,Crime
Notting Hill,False,509,en,42.025,1999-05-21,6026,7.3,Romance
Ava,False,539885,en,42.02,2020-07-02,2554,5.8,Action
Idol Seungha's R-Rated Film Shooting,False,852370,ko,42.015,2021-06-24,39,6.6,Drama
God's Not Dead 2,False,347126,en,42.015,2016-04-01,399,6.1,Drama
The Naked Gun 2½: The Smell of Fear,False,37137,en,42.013,1991-06-28,2202,6.8,Comedy
White Snake: Afloat,False,1207123,zh,41.997,2024-07-30,7,8.4,Animation
Revenge,False,467938,fr,41.994,2018-02-07,1741,6.5,Action
Taking Chance,False,25405,en,41.984,2009-09-21,169,7.095,Drama
Casper's Haunted Christmas,False,5833,en,41.981,2000-10-31,183,5.385,Animation
Zombieland: Double Tap,False,338967,en,41.973,2019-10-09,5645,6.9,Comedy
Vampires Suck,False,40264,en,41.972,2010-08-18,1273,4.327,Comedy
There Will Be Blood,False,7345,en,41.971,2007-12-26,6564,8.1,Drama
The Cat in the Hat,False,10588,en,41.969,2003-11-21,1639,5.3,Comedy
Asterix: The Secret of the Magic Potion,False,527729,fr,41.967,2018-05-12,1217,6.9,Family
Truth or Dare,False,460019,en,41.965,2018-04-12,3982,5.946,Thriller
Big Stan,False,13161,en,41.965,2007-11-03,889,6.6,Comedy
Night at the Museum: Secret of the Tomb,False,181533,en,41.95,2014-12-17,5815,6.221,Adventure
Charlie's Angels,False,458897,en,41.931,2019-11-14,2944,6.4,Action
The Assistant,False,627463,en,41.899,2020-01-31,442,6.3,Drama
Code Geass: Lelouch of the Re;Surrection,False,553837,ja,41.898,2019-02-09,95,7.4,Animation
Troll,False,736526,no,41.894,2022-12-01,1680,6.6,Fantasy
The Three Musketeers: D'Artagnan,False,796185,fr,41.887,2023-04-05,1186,7.0,Adventure
Justice League: Throne of Atlantis,False,297556,en,41.885,2015-01-13,908,7.0,Science Fiction
White Fang,False,12227,en,41.885,1991-01-18,585,6.7,Action
Hippo,False,1081124,en,41.882,2024-11-12,0,0.0,Comedy
Lost Highway,False,638,en,41.874,1997-01-15,2560,7.565,Drama
Chaos Walking,False,412656,en,41.873,2021-02-24,2261,6.6,Fantasy
The Texas Chainsaw Massacre 2,False,16337,en,41.864,1986-08-22,866,5.6,Horror
Belle de Jour,False,649,fr,41.863,1967-05-24,879,7.367,Drama
Overlord: The Dark Hero,False,477449,ja,41.852,2017-03-11,17,7.2,Animation
Exit Wounds,False,10877,en,41.846,2001-03-16,477,5.8,Action
Wolfwalkers,False,441130,en,41.836,2020-10-26,1183,8.223,Animation
Gremlins,False,927,en,41.83,1984-06-08,6295,7.118,Fantasy
Missing,False,768362,en,41.825,2023-01-19,1005,7.441,Drama
Final Destination 2,False,9358,en,41.817,2003-01-31,4032,6.2,Horror
Ocean's Twelve,False,163,en,41.815,2004-12-09,7203,6.6,Thriller
Coyote Ugly,False,6282,en,41.804,2000-07-30,2062,6.3,Comedy
Along with the Gods: The Last 49 Days,False,518068,ko,41.795,2018-08-01,661,8.13,Action
Dunkirk,False,374720,en,41.793,2017-07-19,16382,7.5,War
Godzilla,False,929,en,41.752,1998-05-20,3860,5.6,Science Fiction
Sensual Exposure,True,327618,en,41.75,1993-01-01,8,6.6,Romance
Wicked Minds,False,153104,en,41.747,2003-03-01,27,6.1,Mystery
Rumble,False,598331,en,41.745,2021-02-12,503,6.8,Animation
Battle for the Planet of the Apes,False,1705,en,41.733,1973-06-15,926,5.712,Action
Small Things Like These,False,1102493,en,41.731,2024-11-01,11,7.2,Drama
Devil,False,44040,en,41.715,2010-09-16,2831,6.1,Horror
Paul Blart: Mall Cop 2,False,256961,en,41.713,2015-04-16,1537,5.162,Action
The Greatest Night in Pop,False,1226841,en,41.706,2024-01-19,207,7.9,Documentary
Crank,False,1948,en,41.703,2006-08-31,3740,6.6,Action
Lupin the Third: The Castle of Cagliostro,False,15371,ja,41.677,1979-07-06,1020,7.5,Family
Daddy's Little Girls,False,16555,en,41.674,2007-02-14,118,6.9,Comedy
Clash of the Titans,False,18823,en,41.655,2010-03-26,6183,5.909,Adventure
A True Gentleman,False,1352821,tr,41.654,2024-09-25,21,5.5,Romance
The Gambler,False,284536,en,41.617,2014-12-25,1389,6.0,Thriller
The Smurfs 2,False,77931,en,41.603,2013-07-30,2175,5.764,Fantasy
Teenage Mutant Ninja Turtles III,False,1499,en,41.602,1993-03-17,814,5.4,Action
The Painter,False,1211957,en,41.601,2024-01-05,113,6.23,Action
The Velveteen Rabbit,False,1186957,en,41.596,2023-11-21,58,7.0,Animation
Come Away,False,527400,en,41.581,2020-11-12,288,5.8,Fantasy
Alien Resurrection,False,8078,en,41.581,1997-11-12,4915,6.2,Science Fiction
Terminator Salvation,False,534,en,41.577,2009-05-20,6418,6.1,Action
The Dreamers,False,1278,en,41.574,2003-09-01,2832,7.2,Drama
The Time Traveler's Wife,False,24420,en,41.569,2009-08-14,2456,6.9,Drama
Escape from the Planet of the Apes,False,1687,en,41.557,1971-05-20,1065,6.4,Action
Christmas in Scotland,False,1152738,en,41.544,2023-12-06,10,5.7,TV Movie
Carrie,False,133805,en,41.544,2013-10-16,4436,6.0,Drama
A Place Called Silence,False,1019828,zh,41.538,2024-10-18,2,6.8,Crime
Patient Zero,False,295011,en,41.536,2018-09-14,362,5.3,Horror
G.I. Jane,False,4421,en,41.532,1997-08-19,1657,6.465,Action
Cheat,False,1142414,en,41.507,2023-08-24,48,7.2,Thriller
The Adventures of Ichabod and Mr. Toad,False,13465,en,41.497,1949-10-05,600,6.5,Horror
Home Alone: The Holiday Heist,False,134375,en,41.455,2012-12-03,426,5.214,Comedy
Bananas,False,11302,en,41.455,1971-04-28,739,6.7,Comedy
Greyhound,False,516486,en,41.452,2020-07-09,2874,7.4,War
Pokémon the Movie: Mewtwo Strikes Back - Evolution,False,571891,ja,41.447,2019-07-12,525,6.7,Animation
The Orphanage,False,6537,es,41.409,2007-05-20,2849,7.2,Horror
Mr. Bean's Holiday,False,1268,en,41.404,2007-03-22,2825,6.4,Family
No Manches Frida,False,375794,es,41.399,2016-09-02,878,7.691,Comedy
My Son,False,750253,en,41.394,2021-09-23,458,6.181,Thriller
Gold,False,760926,en,41.381,2022-01-13,575,6.2,Action
Changeling,False,3580,en,41.38,2008-10-24,4121,7.6,Crime
P2,False,13474,en,41.377,2007-11-09,823,6.2,Horror
The Count of Monte-Cristo,False,4546,en,41.377,1975-10-31,147,6.7,Adventure
War Dogs,False,308266,en,41.371,2016-08-18,4869,6.9,Comedy
Stolen,False,127493,en,41.367,2012-09-06,1006,5.4,Action
Hummingbird,False,136418,en,41.355,2013-05-07,1676,6.2,Action
Redeeming Love,False,698508,en,41.354,2022-01-21,526,7.9,Romance
Fargo,False,275,en,41.34,1996-03-08,8010,7.858,Crime
Planes,False,151960,en,41.325,2013-08-09,1671,5.9,Animation
Warriors of Future,False,518896,zh,41.314,2022-08-05,404,7.0,Drama
Kronk's New Groove,False,13417,en,41.306,2005-12-05,1257,6.4,Animation
The Guardian,False,4643,en,41.241,2006-09-28,1504,7.1,Action
Foe,False,760245,en,41.219,2023-10-06,227,5.714,Science Fiction
Lawrence of Arabia,False,947,en,41.217,1962-12-11,2987,8.0,Adventure
The Zookeeper's Wife,False,289222,en,41.215,2017-03-24,1492,7.3,Drama
Ocean's Thirteen,False,298,en,41.206,2007-06-05,6275,6.7,Crime
Candyman,False,9529,en,41.2,1992-10-16,1590,6.608,Drama
Teen Wolf: The Movie,False,877703,en,41.191,2023-01-18,826,7.535,Action
Caligula,False,9453,it,41.187,1979-08-14,835,6.0,Drama
Small Soldiers,False,11551,en,41.168,1998-07-10,2108,6.5,Comedy
A Tale of Two Sisters,False,4552,ko,41.165,2003-06-13,1168,7.1,Drama
The Outfit,False,799876,en,41.151,2022-02-25,1094,7.1,Crime
The Italian Job,False,9654,en,41.138,2003-05-30,5472,6.8,Action
The Longest Yard,False,9291,en,41.137,2005-05-27,3336,6.7,Drama
Cake,False,284276,en,41.125,2014-09-07,886,6.264,Drama
Ocean's Eight,False,402900,en,41.124,2018-06-07,8243,7.0,Crime
Chungking Express,False,11104,cn,41.111,1994-07-14,1783,8.0,Drama
Unicorn Store,False,423949,en,41.083,2017-09-11,839,5.9,Fantasy
Tokyo Train Girls: Private Lessons,False,65199,ja,41.077,2009-09-25,5,5.0,Drama
Arthur & Merlin: Knights of Camelot,False,635237,en,41.073,2020-05-28,123,5.3,Adventure
Trainspotting,False,627,en,41.059,1996-02-23,9585,8.0,Drama
Call of the Blonde Goddess,False,73475,de,41.043,1977-12-09,54,5.7,Crime
Fiddler on the Roof,False,14811,en,41.038,1971-11-03,561,7.7,Drama
The Exorcism of Hannah Stevenson,False,949567,en,41.036,2022-03-14,32,5.9,Fantasy
Flushed Away,False,11619,en,41.017,2006-10-22,3756,6.3,Adventure
Carousel,False,1058078,sv,41.006,2023-10-20,48,6.0,Horror
Undisputed III: Redemption,False,38234,en,40.987,2010-04-17,896,7.536,Action
Fullmetal Alchemist the Movie: Conqueror of Shamballa,False,14003,ja,40.967,2005-07-21,341,7.3,Action
Mi prima la sexóloga 2 (de la fantasía a la realidad),False,1305194,es,40.956,2024-05-15,80,6.9,Comedy
Haunting on Fraternity Row,False,551608,en,40.954,2018-11-02,47,5.5,Horror
The Others,False,1933,en,40.949,2001-08-02,6472,7.6,Horror
Tinker Bell and the Lost Treasure,False,25475,en,40.948,2009-09-03,984,6.8,Animation
Megan Is Missing,False,63197,en,40.941,2011-05-01,690,6.3,Drama
Kitbull,False,574074,en,40.929,2019-01-18,365,8.0,Animation
Ladder 49,False,11128,en,40.929,2004-10-01,770,6.4,Drama
The Hills Have Eyes 2,False,9793,en,40.926,2007-03-22,1426,5.5,Horror
Salt,False,27576,en,40.922,2010-07-21,5420,6.417,Action
Scooby-Doo! The Mystery Begins,False,22620,en,40.912,2009-09-13,687,6.4,Mystery
Wyatt Earp,False,12160,en,40.892,1994-06-24,834,6.8,Western
The Vanishing,False,1644,en,40.873,1993-02-05,490,6.1,Thriller
The Lost Boys,False,1547,en,40.866,1987-07-31,2018,7.1,Horror
Legend,False,11976,en,40.849,1985-08-28,1211,6.2,Adventure
Kabayo,False,1127209,tl,40.841,2023-05-26,3,2.3,Drama
The Deer Hunter,False,11778,en,40.812,1978-12-08,3779,7.999,Drama
Nada que ver,False,1087771,es,40.802,2023-03-02,153,8.225,Romance
Wolves,False,290555,en,40.793,2014-08-28,296,5.9,Horror
Palmer,False,458220,en,40.789,2021-01-28,1594,8.1,Drama
Amaran,False,927342,ta,40.779,2024-10-31,7,8.1,Action
Snatch,False,107,en,40.776,2000-09-01,8975,7.811,Crime
Mickey's Once Upon a Christmas,False,15400,en,40.764,1999-10-31,648,7.107,Animation
Spectre,False,206647,en,40.756,2015-10-26,10449,6.5,Action
Mobile Suit Gundam SEED FREEDOM,False,1146972,ja,40.745,2024-01-26,48,6.7,Animation
Barbie and the Magic of Pegasus,False,15906,en,40.74,2005-10-04,707,7.2,Animation
Munich,False,612,en,40.733,2005-12-23,2613,7.2,Drama
Tears of the Sun,False,9567,en,40.728,2003-03-07,2286,6.9,War
Army of Thieves,False,796499,en,40.727,2021-10-29,2019,6.838,Action
Apollo 13,False,568,en,40.722,1995-06-30,5359,7.4,Drama
Night of the Living Dead,False,10331,en,40.719,1968-10-04,2430,7.6,Horror
Naruto Shippuden the Movie: The Will of Fire,False,36728,ja,40.717,2009-08-01,456,7.323,Action
Felon,False,13012,en,40.709,2008-07-17,872,7.2,Crime
Lemony Snicket's A Series of Unfortunate Events,False,11774,en,40.706,2004-12-16,4956,6.8,Adventure
Hancock,False,8960,en,40.684,2008-07-01,9502,6.348,Fantasy
Elite Squad,False,7347,pt,40.684,2007-10-12,2389,8.046,Drama
Dumb and Dumber To,False,100042,en,40.662,2014-11-12,3142,5.6,Comedy
The Babadook,False,242224,en,40.651,2014-05-22,5926,6.519,Drama
Clock,False,1085103,en,40.646,2023-03-28,214,5.591,Horror
Ouija,False,242512,en,40.639,2014-10-24,2634,5.145,Horror
First Daughter,False,13969,en,40.625,2004-09-24,894,6.136,Family
Juno,False,7326,en,40.59,2007-12-05,7113,7.1,Comedy
Tokyo Noir,False,292047,ja,40.571,2004-09-24,1,7.0,Drama
Survivor,False,334074,en,40.57,2015-05-21,1005,5.7,Action
Spy Kids: Armageddon,False,790493,en,40.566,2023-09-22,136,6.1,Family
Harley Davidson and the Marlboro Man,False,2453,en,40.554,1991-08-23,421,6.3,Action
Jumper,False,8247,en,40.553,2008-02-13,5734,6.2,Action
The Girl in the Spider's Web,False,446807,en,40.538,2018-10-25,1341,6.1,Action
Top Five,False,284296,en,40.538,2014-12-12,449,6.1,Drama
Seoul Vibe,False,773867,ko,40.536,2022-08-26,163,6.5,Action
An Officer and a Gentleman,False,2623,en,40.531,1982-07-28,1090,7.01,Drama
El Camino: A Breaking Bad Movie,False,559969,en,40.527,2019-10-11,4855,7.0,Crime
[REC],False,8329,es,40.514,2007-11-23,4366,7.2,Horror
Halloween 4: The Return of Michael Myers,False,11357,en,40.508,1988-10-21,1883,6.2,Horror
Never Back Down: No Surrender,False,391757,en,40.504,2016-06-05,460,7.0,Drama
Locked In,False,1064024,en,40.502,2023-11-01,218,5.3,Thriller
Barbie as the Island Princess,False,13283,en,40.502,2007-09-17,721,7.2,Animation
Peppermint,False,458594,en,40.501,2018-09-06,2030,6.7,Action
Nimona,False,961323,en,40.498,2023-06-23,1078,7.898,Adventure
Meet Dave,False,11260,en,40.495,2008-07-08,1410,5.273,Comedy
Home Alone 4,False,12536,en,40.489,2002-11-03,1246,4.508,Comedy
Naruto the Movie: Ninja Clash in the Land of Snow,False,16907,ja,40.482,2004-08-21,541,7.2,Comedy
Belle épine,False,63319,fr,40.475,2010-11-10,52,5.5,Drama
The Monkey King: Reborn,False,811634,zh,40.462,2021-04-02,320,7.195,Animation
Lara Croft: Tomb Raider,False,1995,en,40.451,2001-06-11,6023,5.9,Adventure
Barbie in A Mermaid Tale 2,False,91342,en,40.426,2012-02-22,447,7.1,Animation
A Charlie Brown Christmas,False,13187,en,40.404,1965-12-09,666,7.7,Animation
One Day,False,51828,en,40.403,2011-03-02,4223,7.4,Drama
Downsizing,False,301337,en,40.398,2017-12-22,3788,5.364,Drama
Irrational Man,False,282984,en,40.355,2015-07-17,2360,6.5,Drama
A Late Quartet,False,121879,en,40.337,2012-11-02,228,6.691,Music
Friday the 13th Part III,False,9728,en,40.334,1982-08-13,1381,5.9,Horror
Dreamgirls,False,1125,en,40.334,2006-12-25,986,6.735,Drama
An Extremely Goofy Movie,False,15653,en,40.333,2000-02-29,631,6.4,Animation
Sin City: A Dame to Kill For,False,189,en,40.331,2014-08-20,3788,6.4,Crime
The Firm,False,37233,en,40.309,1993-06-30,1978,6.7,Drama
Infidelity in Suburbia,False,451156,en,40.298,2017-02-25,144,6.3,Thriller
Platoon,False,792,en,40.291,1986-12-19,4499,7.7,Drama
Star Trek: The Motion Picture,False,152,en,40.284,1979-12-07,1713,6.5,Science Fiction
The Accused,False,10868,en,40.278,1988-10-14,590,7.0,Crime
To Catch a Killer,False,605886,en,40.265,2023-04-06,1036,6.9,Thriller
Myth of Man,False,1223275,en,40.264,2024-11-12,0,0.0,Science Fiction
Fist of Fury,False,11713,zh,40.26,1972-03-22,936,7.3,Drama
Ballerina,False,961268,ko,40.259,2023-10-05,497,6.971,Action
The Philadelphia Experiment,False,122293,en,40.252,2012-07-27,140,4.8,Adventure
Star Wars: Episode III - Revenge of the Sith,False,1895,en,40.251,2005-05-17,13643,7.434,Adventure
Blame It on Rio,False,14347,en,40.24,1984-02-17,168,5.7,Comedy
Malicious,False,44741,it,40.233,1973-03-29,306,7.2,Comedy
The Brothers Grimm,False,4442,en,40.225,2005-08-26,2719,5.84,Adventure
Scooby-Doo,False,9637,en,40.216,2002-06-14,4407,6.087,Mystery
Coma,False,430155,ru,40.212,2020-01-01,536,6.4,Science Fiction
Fences,False,393457,en,40.205,2016-12-16,2585,6.9,Drama
Ranma ½: The Movie 2 — The Battle of Togenkyo: Rescue the Brides!,False,37021,ja,40.195,1992-08-02,129,8.089,Action
The War of the Worlds,False,8974,en,40.194,1953-08-13,617,6.8,Science Fiction
Foxy Brown,False,22048,en,40.187,1974-04-05,213,6.2,Action
Weird Science,False,11814,en,40.183,1985-08-01,1367,6.5,Comedy
Peter Pan & Wendy,False,420808,en,40.162,2023-04-20,664,5.5,Family
Land of the Dead,False,11683,en,40.162,2005-06-18,1554,6.2,Horror
"Mother, Couch",False,1032642,en,40.152,2024-07-05,15,5.6,Comedy
Over the Moon,False,560050,en,40.151,2020-10-16,1290,7.222,Animation
101 Dalmatians,False,11674,en,40.122,1996-11-27,3353,5.9,Family
Deuce Bigalow: Male Gigolo,False,10402,en,40.114,1999-12-10,1387,6.0,Comedy
Urban Legends: Final Cut,False,12212,en,40.113,2000-09-22,467,4.9,Horror
Shortbus,False,1378,en,40.113,2006-10-04,507,6.3,Romance
Caddyshack,False,11977,en,40.094,1980-07-25,1143,6.6,Comedy
Three Robbers and a Lion,False,645992,no,40.092,2022-12-25,14,6.5,Animation
Candyman: Farewell to the Flesh,False,10824,en,40.091,1995-03-17,366,5.4,Horror
The Living Daylights,False,708,en,40.086,1987-06-29,1757,6.52,Action
Who Finds a Friend Finds a Treasure,False,6399,it,40.083,1981-12-09,603,6.861,Action
Army of the Dead,False,503736,en,40.064,2021-05-14,3979,6.232,Action
Pandemonium,False,1080512,fr,40.062,2023-02-16,37,5.1,Horror
She's the Man,False,9655,en,40.062,2006-03-17,2971,6.813,Comedy
Barbie Fairytopia: Mermaidia,False,13285,en,40.059,2006-03-14,694,6.849,Animation
What's Eating Gilbert Grape,False,1587,en,40.057,1993-12-17,3918,7.7,Romance
Captain Fantastic,False,334533,en,40.054,2016-07-08,6355,7.906,Adventure
Cashback,False,12225,en,40.049,2007-01-17,1227,7.0,Drama
The Bricklayer,False,927107,en,40.045,2023-12-14,280,5.9,Action
The Smurfs,False,41513,en,40.045,2011-07-29,3716,5.8,Animation
Hook,False,879,en,40.041,1991-04-10,5249,6.839,Adventure
The Dukes of Hazzard,False,6519,en,40.039,2005-08-05,1157,5.6,Comedy
Operation Red Sea,False,460555,zh,40.018,2018-02-16,370,7.4,Action
Stargate,False,2164,en,40.017,1994-10-28,3393,7.0,Action
The Big Short,False,318846,en,40.014,2015-12-11,8931,7.4,Comedy
The Mauritanian,False,644583,en,40.004,2021-02-12,1088,7.4,Drama
All Eyes Off Me,False,795774,he,39.981,2022-06-08,9,5.0,Drama
Arthur and the Invisibles,False,9992,fr,39.978,2006-12-13,2853,6.403,Adventure
All of Us Strangers,False,994108,en,39.974,2023-12-22,662,7.4,Romance
Katie's Mom,False,1111491,en,39.972,2023-07-02,0,0.0,Comedy
John Carter,False,49529,en,39.971,2012-03-07,5565,6.322,Action
The Santa Clause 3: The Escape Clause,False,13767,en,39.963,2006-11-02,1057,5.5,Comedy
Stand by Me,False,235,en,39.962,1986-08-08,5832,7.9,Crime
Scoop,False,1083658,en,39.946,2024-03-27,164,6.366,Drama
The Collective,False,1060090,en,39.926,2023-08-04,121,5.6,Action
Culpa cero,False,1212755,es,39.925,2024-08-08,4,8.0,Comedy
Contact,False,686,en,39.89,1997-07-11,4423,7.4,Drama
Ghost Rider: Spirit of Vengeance,False,71676,en,39.885,2011-12-10,3757,5.0,Action
Highlander,False,8009,en,39.883,1986-03-07,2578,6.9,Adventure
Kaskasero,False,1302004,tl,39.881,2024-07-26,1,6.0,Drama
Let It Snow,False,295151,en,39.858,2019-11-08,1144,6.1,Romance
Koyaanisqatsi,False,11314,en,39.848,1983-04-27,672,7.9,Documentary
Heart and Souls,False,12187,en,39.826,1993-08-13,382,6.9,Fantasy
Acid,False,852445,fr,39.815,2023-09-20,236,5.6,Drama
Ms .45,False,22171,en,39.797,1981-04-24,345,6.7,Crime
Letters from Iwo Jima,False,1251,en,39.792,2006-12-09,2027,7.5,Action
Reservoir Dogs,False,500,en,39.79,1992-09-02,14228,8.1,Crime
Beasts of No Nation,False,283587,en,39.783,2015-09-11,1716,7.6,Drama
Daddy's Home 2,False,419680,en,39.777,2017-11-09,2502,6.3,Comedy
The Tall T,False,43253,en,39.77,1957-04-02,129,6.9,Western
Season of the Witch,False,23047,en,39.768,2011-01-07,2408,5.5,Adventure
Winnie the Pooh: Blood and Honey,False,980078,en,39.767,2023-01-26,1351,5.1,Horror
The Neighbor's Wife: An Afternoon of Immoral Sex,True,1285822,ja,39.754,2019-07-07,0,0.0,Drama
Arthur 3: The War of the Two Worlds,False,42949,fr,39.748,2010-08-22,1516,5.8,Animation
Above Suspicion,False,421473,en,39.742,2019-06-20,282,5.9,Thriller
American Gangster,False,4982,en,39.742,2007-11-02,5371,7.6,Drama
Flower & Snake: Zero,False,292777,ja,39.724,2014-05-17,36,6.194,Mystery
